ANNÉE;EDITION RENCONTRES TRANS MUSICALES ;ARTISTES;NOM SPECTACLE OU SOIRÉE;1ER PROJET ATM;1ERE DATE;1ERE SALLE;1ERE VILLE;2EME PROJET;2EME DATE;2EME SALLE;2EME VILLE;3EME PROJET;3EME DATE;3EME SALLE;3EME VILLE;4EME PROJET;4EME DATE;4EME SALLE;4EME VILLE;5EME PROJET;5EME DATE;5EME SALLE;5EME VILLE;6EME PROJET;6EME DATE;6EME SALLE;6EME VILLE;ORIGINES PAYS 1;ORIGINES PAYS 2;ORIGINES PAYS 3;ORIGINES PAYS 4;ORIGINES VILLE 1;ORIGINES VILLE 2;ORIGINES VILLE 3;ORIGINES VILLE 4;ANNEE  DE FORMATION;1ère SORTIE DISCOGRAPHIQUE
2008;30èmes Rencontres Trans Musicales de Rennes;The Shoes;;;2008-12-05;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Reims;;;;2007;2007.0
2007;29èmes Rencontres Trans Musicales de Rennes;DJ Morpheus;;;2007-12-07;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Belgique;;;;;;;;1994;1994.0
2004;26èmes Rencontres Trans Musicales de Rennes;Sweet Back;;Tournée des Trans;2004-11-10;Le VIP;Saint-Nazaire;Tournée des Trans;2004-11-27;Run Ar Puns;Châteaulin;;2004-12-03;Village;Rennes;;;;;;;;;;;;;France;;;;Angers;;;;1998;2000.0
2003;25èmes Rencontres Trans Musicales de Rennes;Denez Prigent;;;2003-12-04;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;;1994.0
2003;25èmes Rencontres Trans Musicales de Rennes;DJ Format & Mc Abdominal;;;2003-12-06;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;1999.0
2002;24èmes Rencontres Trans Musicales de Rennes;Ginger Ale;;;2002-11-20;Batofar;Paris;;2002-12-05;Antipode;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;2002.0
2002;24èmes Rencontres Trans Musicales de Rennes;DJ Oof;;;2002-12-06;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;2002.0
2010;32èmes Rencontres Trans Musicales de Rennes;Belone;;Kaléidoscope;2010-11-27;Centre Culturel Jovence;Louvigné-du-Désert;Focus;2010-12-10;Le 4 Bis;Rennes;;2010-12-11;La Cité;Rennes;;;;;;;;;;;;;France;;;;Saint-Lô;;;;2005;2010.0
2011;33èmes Rencontres Trans Musicales de Rennes;Shabazz Palaces;;;2011-12-03;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Seattle;;;;2009;2009.0
2011;33èmes Rencontres Trans Musicales de Rennes;Nguzunguzu;;;2011-12-03;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Los Angeles;;;;2007;2010.0
2011;33èmes Rencontres Trans Musicales de Rennes;Wilkimix;;;2011-12-02;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2000;2007.0
2010;32èmes Rencontres Trans Musicales de Rennes;Labelle;;;2010-12-10;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;Paris;;;1999;
2009;31èmes Rencontres Trans Musicales de Rennes;Misty Socks;;Tournée des Trans;2009-11-13;La Carène;Brest;Kaléidoscope;2009-11-14;Ecole intercomunale de musique du pays de la Roche-aux-fées;Janzé;Tournée des Trans;2009-11-28;Run Ar Puns;Châteaulin;;2009-12-02;Le 4 Bis;Rennes;;;;;;;;;France;;;;Angers;;;;;
2009;31èmes Rencontres Trans Musicales de Rennes;DJ Ride;;;2009-12-05;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Portugal;;;;;;;;2002;2007.0
2010;Trans à Brno;Missill;;Les Trans à l'Export;2010-03-25;Fleda;Brno;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;
2010;Trans en Russie;Missill;;Les Trans à l'Export;2010-05-28;Lenexpo;Saint-Pétersbourg;Les Trans à l'Export;2010-05-30;Arena 09;Moscou;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;
2010;32èmes Rencontres Trans Musicales de Rennes;Paris Suit Yourself;;;2010-12-10;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;France;;;;;;;2007;2010.0
2008;30èmes Rencontres Trans Musicales de Rennes;Djedjotronic;;;2008-12-05;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2006;2008.0
2012;34èmes Rencontres Trans Musicales de Rennes;Crane Angels;High On Democracy;;2012-12-05;L'Aire Libre;Saint-Jacques-de-la-Lande;Conférence-Concert du Jeu de l'ouïe;2012-12-08;Les Champs Libres;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;2007;2011.0
2012;34èmes Rencontres Trans Musicales de Rennes;Blackbelt Andersen;;;2012-12-07;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Norvège;;;;;;;;;2001.0
2008;30èmes Rencontres Trans Musicales de Rennes;Compagnie Black Blanc Beur;Contrepied;Kaléidoscope;2008-11-21;Espace Bel-Air;Saint-Aubin-du-Cormier;Danse Hip-Hop;2008-12-05;Le Triangle;Rennes;;;;;;;;;;;;;;;;;France;;;;Nantes;;;;1996;
2008;30èmes Rencontres Trans Musicales de Rennes;Crookers;;;2008-12-06;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Italie;;;;;;;;2004;2006.0
2002;24èmes Rencontres Trans Musicales de Rennes;Miniman;;Tournée des Trans;2002-11-21;Ar Gwez Boell;Saint-Brieuc;;2002-12-07;Village;Rennes;;;;;;;;;;;;;;;;;France;;;;Nantes;;;;2001;2001.0
2001;23èmes Rencontres Trans Musicales de Rennes;A.S. Dragon;;;2001-11-30;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;2001.0
1999;21èmes Rencontres Trans Musicales de Rennes;Mardi Gras Brass Band;;;1999-12-03;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Allemagne;;;;Mannheim;;;;;1999.0
1999;21èmes Rencontres Trans Musicales de Rennes;Mukta;;;1999-12-03;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1996;1999.0
2000;22èmes Rencontres Trans Musicales de Rennes;Benjamin Diamond Electro Band;;;2000-12-01;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;2000.0
1998;20èmes Rencontres Trans Musicales de Rennes;Tahiti 80;;Quartiers en Trans;1998-12-04;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rouen;;;;1993;1999.0
1998;20èmes Rencontres Trans Musicales de Rennes;Rae & Christian;;;1998-12-05;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;1995;1995.0
2000;22èmes Rencontres Trans Musicales de Rennes;Herman Düne;;;2000-12-01;L'Aire Libre;Saint-Jacques-de-la-Lande;;2000-12-02;L'Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1997.0
2000;22èmes Rencontres Trans Musicales de Rennes;Khan & Julee Cruise;;;2000-12-02;Antipode;Rennes;;;;;;;;;;;;;;;;;;;;;Allemagne;;;;Berlin;;;;1982;1993.0
1999;21èmes Rencontres Trans Musicales de Rennes;Demolition Doll Rods;;;1999-12-02;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Detroit;;;;1994;1997.0
1999;21èmes Rencontres Trans Musicales de Rennes;Coldcut;;;1999-12-04;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1986;1987.0
2000;22èmes Rencontres Trans Musicales de Rennes;Zero 7;;;2000-12-01;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1999;2000.0
1998;20èmes Rencontres Trans Musicales de Rennes;DJ Spinna & Jigmastas;;;1998-12-05;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1980's;1996.0
1998;20èmes Rencontres Trans Musicales de Rennes;Denez Prigent;;;1998-12-03;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;;1994.0
1996;18èmes Rencontres Trans Musicales de Rennes;Poupie Colors;Soirée Zone France;;1996-12-06;L'Espace;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
1997;19èmes Rencontres Trans Musicales de Rennes;Fluke;Soirée Planète;;1997-12-06;Parc des Expositions - L'Usine;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Beaconsfield;;;;1988;1989.0
1997;19èmes Rencontres Trans Musicales de Rennes;Faudel;;;1997-12-03;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Mantes-la-Jolie;;;;1990;1997.0
1997;19èmes Rencontres Trans Musicales de Rennes;DJ Némo & Tao Pai Pai;Soirée Planète;;1997-12-06;Parc des Expositions - La Forêt;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
1997;19èmes Rencontres Trans Musicales de Rennes;Shout;;Quartiers en Trans;1997-12-04;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Saumur;;;;;1997.0
2001;23èmes Rencontres Trans Musicales de Rennes;Lefto & ID;;;2001-12-01;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Belgique;;;;;;;;;2005.0
1984;6èmes Rencontres Trans Musicales de Rennes;Ray Lema;"Nuit ""Actuel""";;1984-12-11;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Congo;;;;Kinshasa;;;;1974;1979.0
1985;7èmes Rencontres Trans Musicales de Rennes;Danielle Dax;;;1985-12-19;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1981;1983.0
1984;6èmes Rencontres Trans Musicales de Rennes;Christian Dargelos;;;1984-12-14;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1977;1978.0
1989;11èmes Rencontres Trans Musicales de Rennes;Les Naufragés;;Bars en Trans;1989-12-07;Le Cactus;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Montpellier;;;;1986;1988.0
1988;10èmes Rencontres Trans Musicales de Rennes;Heera;;;1988-12-04;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Inde;Royaume-Uni;;;Londres;;;;1979;1988.0
1988;10èmes Rencontres Trans Musicales de Rennes;Robyn Hitchcock and the Egyptians;;;1988-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1976;1985.0
1989;11èmes Rencontres Trans Musicales de Rennes;Sons of the Desert;;;1989-12-07;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1988;1992.0
1989;11èmes Rencontres Trans Musicales de Rennes;Richard Barone;;;1989-12-07;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Tampa;;;;1980;1987.0
1989;11èmes Rencontres Trans Musicales de Rennes;Lenny Kravitz;;;1989-12-06;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1989;1989.0
1989;11èmes Rencontres Trans Musicales de Rennes;Le Cri de la Mouche;;;1989-12-07;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1991.0
1991;13èmes Rencontres Trans Musicales de Rennes;Trio Erik Marchand;;;1991-12-04;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Bretagne;;;;1988;1988.0
1990;12èmes Rencontres Trans Musicales de Rennes;Kid Frost;;;1990-12-09;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Los Angeles;;;;1982;1990.0
1991;13èmes Rencontres Trans Musicales de Rennes;The Poet Generation;;Quartiers en Trans;1991-12-06;Maison de Quartier Villejean;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Keziah Jones;;;1991-12-06;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1991;1992.0
1991;13èmes Rencontres Trans Musicales de Rennes;Gallon Drunk;;;1991-12-05;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1990;1991.0
1991;13èmes Rencontres Trans Musicales de Rennes;Donké;;;1991-12-05;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Mali;France;;;Bamako;Paris;;;;
1993;15èmes Rencontres Trans Musicales de Rennes;Spooky;Rave Ô Trans II;;1993-12-04;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1990;1992.0
1993;15èmes Rencontres Trans Musicales de Rennes;Nova nova;Rave Ô Trans II;;1993-12-04;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1992;1994.0
1992;14èmes Rencontres Trans Musicales de Rennes;DC Basehead;;;1992-12-04;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Maryland;;;;;1992.0
1993;15èmes Rencontres Trans Musicales de Rennes;Smooty Filth;;;1993-12-03;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
1993;15èmes Rencontres Trans Musicales de Rennes;DJ Bertrand;Rave Ô Trans II;;1993-12-02;L'Espace;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1994.0
1993;15èmes Rencontres Trans Musicales de Rennes;CNN;;;1993-12-02;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Leeds;;;;1992;1992.0
1993;15èmes Rencontres Trans Musicales de Rennes;Lofofora;;;1993-12-04;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1989;1995.0
1995;17èmes Rencontres Trans Musicales de Rennes;Neil Landstrumm;Soirée Planète;;1995-12-02;Parc des Expositions - Techno Hall;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Édimbourg;;;;1994;1995.0
1994;16èmes Rencontres Trans Musicales de Rennes;DJ Shakra;Ethniks 2 Techniks;;1994-12-03;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;San Francisco;;;;;1993.0
1994;16èmes Rencontres Trans Musicales de Rennes;Mieskuoro Huutajat;;;1994-12-02;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;Finlande;;;;Oulu;;;;1987;1990.0
1987;9èmes Rencontres Trans Musicales de Rennes;The Band of Holy Joy;;;1987-12-08;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1984;1984.0
1987;9èmes Rencontres Trans Musicales de Rennes;Sprung Aus Den Wolken;;;1987-12-08;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Allemagne;;;;Berlin;;;;1981;1981.0
1995;17èmes Rencontres Trans Musicales de Rennes;Sléo;;Quartiers en Trans;1995-11-30;Maison de Quartier Villejean;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1994.0
1995;17èmes Rencontres Trans Musicales de Rennes;DJ Cover;;;1995-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;Début 1990's;
1995;17èmes Rencontres Trans Musicales de Rennes;DJ Cam;;;1995-11-30;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Mush;Bordeaux en Trans;;1992-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Bordeaux;;;;1990;1992.0
1986;8èmes Rencontres Trans Musicales de Rennes;Test Department;;;1986-12-10;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1981;1983.0
1982;4èmes Rencontres Trans Musicales de Rennes;Nicolas Cruel;;;1982-12-15;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Brest;;;;1977;1980.0
1982;4èmes Rencontres Trans Musicales de Rennes;Tango Lüger;;;1982-12-15;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Beaune;;;;;1980.0
1981;3èmes Rencontres Trans Musicales de Rennes;Dogs;;;1981-12-16;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rouen;;;;1973;1978.0
1979;1ères  Rencontres Trans Musicales de Rennes;Oniris;;;1979-06-14;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
2017;39èmes Rencontres Trans Musicales de Rennes;Eight Rounds Rapid;;;2017-12-10;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Southend-on-Sea;;;;2012;
2017;39èmes Rencontres Trans Musicales de Rennes;Voiron;;;2017-12-09;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;Deuxième moitié des années 2000;
2016;38èmes Rencontres Trans Musicales de Rennes;Hraach;;;2016-12-02;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Arménie;;;;Artashat;;;;2013;
2016;38èmes Rencontres Trans Musicales de Rennes;Mouse DTC;;;2016-12-02;L'Étage;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Mulhouse;;;;2010;
2016;38èmes Rencontres Trans Musicales de Rennes;Malcolm;;;2016-12-04;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Nice;;;;2012;
2016;38èmes Rencontres Trans Musicales de Rennes;Yuksek Live;;;2016-12-01;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Reims;;;;2002;
2015;37èmes Rencontres Trans Musicales de Rennes;Klaus Johann Grobe;;Focus Suisse;2015-12-03;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Suisse;;;;Zurich;;;;2011;2012.0
2015;37èmes Rencontres Trans Musicales de Rennes;Mawimbi (Live);;;2015-12-04;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2013;2015.0
2015;37èmes Rencontres Trans Musicales de Rennes;Son Little;;;2015-12-04;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Los Angeles;Philadelphie;;;2013;2014.0
2015;37èmes Rencontres Trans Musicales de Rennes;Powell;;;2015-12-05;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;2010;2011.0
2015;37èmes Rencontres Trans Musicales de Rennes;Suitable (for parties);;;2015-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2015;
2014;36èmes Rencontres Trans Musicales de Rennes;Smoove & Turrell;;;2014-12-05;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Newcastle;;;;2007 / 1990 pour Smoove;2009.0
2014;36èmes Rencontres Trans Musicales de Rennes;Money For Rope;;;2014-12-06;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Australie;;;;Melbourne;;;;2009;2010.0
2014;36èmes Rencontres Trans Musicales de Rennes;Metà Metà;;;2014-12-05;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;Brésil;;;;São Paulo;;;;2011;2014.0
2013;35èmes Rencontres Trans Musicales de Rennes;Optimo;;;2013-12-08;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Ecosse;;;;Glasgow;;;;1997;2000.0
2012;34èmes Rencontres Trans Musicales de Rennes;Clockwork of the Moon;;Focus;2012-12-06;L'Étage;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Caen;;;;2008;2011.0
2012;34èmes Rencontres Trans Musicales de Rennes;CUIR! Moustache;;;2012-12-08;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2008;2009.0
2012;34èmes Rencontres Trans Musicales de Rennes;Adrian Veidt;;;2012-12-06;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2012;
2015;37èmes Rencontres Trans Musicales de Rennes;Totorro;;Kaléidoscope;2015-11-14;Centre Culturel Jovence;Louvigné-du-Désert;;2015-12-04;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2006;2008.0
2015;37èmes Rencontres Trans Musicales de Rennes;Postaal;;;2015-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;Royaume-Uni;;;Paris;Londres;;;2015;2015.0
2015;37èmes Rencontres Trans Musicales de Rennes;Holy Strays;;;2015-12-03;L'Étage;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2010;2010.0
2015;37èmes Rencontres Trans Musicales de Rennes;Nate et Jojo;;;2015-12-03;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2008;
2014;36èmes Rencontres Trans Musicales de Rennes;Courtney Barnett;;;2014-12-04;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Australie;;;;Melbourne;;;;2010;2012.0
2014;36èmes Rencontres Trans Musicales de Rennes;Clap! Clap!;;;2014-12-06;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;Italie;;;;;;;;2013 / 2008 sous le nom de Digi G'Alessio / 1999 en tant que saxophoniste de jazz;2013.0
2010;Trans à Brno;The Popopopops;;Les Trans à l'Export;2010-03-25;Fleda;Brno;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
2009;31èmes Rencontres Trans Musicales de Rennes;West Indies Desire;;Tournée des Trans;2009-11-19;L'Olympic;Nantes;Kaléidoscope;2009-11-28;Salle municipale;Louvigné-du-Désert;;2009-12-05;Ubu;Rennes;;;;;;;;;;;;;France;;;;;;;;2007;
2008;30èmes Rencontres Trans Musicales de Rennes;Bon Iver;;;2008-12-05;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Northwestern;;;;2007;2008.0
2008;30èmes Rencontres Trans Musicales de Rennes;Autokratz;;;2008-12-04;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;2006;2007.0
2009;Trans en Russie;4 Лозиции Бруно;;Les Trans à l'Export;2009-11-18;Arena 09 - Miller Advanced Music Room;Moscou;;;;;;;;;;;;;;;;;;;;;Russie;;;;;;;;;
2008;30èmes Rencontres Trans Musicales de Rennes;Numerica Rockestra;;Tournée des Trans;2008-11-28;L'Olympic;Nantes;Focus;2008-12-04;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;2005;2006.0
2008;30èmes Rencontres Trans Musicales de Rennes;Creature;;;2008-12-05;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Canada;;;;Montréal;;;;2004;2008.0
1996;18èmes Rencontres Trans Musicales de Rennes;Justin Robertson;Soirée Planète;;1996-12-07;Parc des Expositions - House Hall;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;1991;1992.0
1996;18èmes Rencontres Trans Musicales de Rennes;Jori Hulkkonen;Soirée Planète;;1996-12-07;Parc des Expositions - Techno Hall;Bruz;;;;;;;;;;;;;;;;;;;;;Finlande;;;;;;;;1992;1995.0
1996;18èmes Rencontres Trans Musicales de Rennes;Choream;;Quartiers en Trans;1996-12-05;Centre Culturel Le Triangle;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1993;
1996;18èmes Rencontres Trans Musicales de Rennes;Carré Manchot;;;1996-12-05;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1986;1986.0
1997;19èmes Rencontres Trans Musicales de Rennes;Impulsion feat. Issakidis;Soirée Planète;;1997-12-06;Parc des Expositions - L'Atelier;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1992.0
1997;19èmes Rencontres Trans Musicales de Rennes;Tipsy;;;1997-12-06;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;San Francisco;;;;1995;1996.0
1997;19èmes Rencontres Trans Musicales de Rennes;Ween;;;1997-12-06;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Philadelphie;;;;1984;1988.0
1996;18èmes Rencontres Trans Musicales de Rennes;The Aloof;;;1996-12-06;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1990;1994.0
2018;40èmes Rencontres Trans Musicales de Rennes;La Fraicheur;;;2018-12-08;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;milieu des années 2000;
1991;13èmes Rencontres Trans Musicales de Rennes;Core Dump;;;1991-12-07;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
1987;9èmes Rencontres Trans Musicales de Rennes;X-Ray Pop;;Apéro'Trans;1987-12-12;L'Inconnu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Tours;;;;;1985.0
1984;6èmes Rencontres Trans Musicales de Rennes;Sergueï Papail;;;1984-12-13;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1977;1980.0
1985;7èmes Rencontres Trans Musicales de Rennes;Buddy Curtess and the Grasshoppers;;;1985-12-19;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1985.0
1995;17èmes Rencontres Trans Musicales de Rennes;Oneyed Jack;;Quartiers en Trans;1995-11-29;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1992;1995.0
1995;17èmes Rencontres Trans Musicales de Rennes;Prophets of Da City;;;1995-12-02;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;Afrique du Sud;;;;Le Cap;;;;1988;1990.0
1995;17èmes Rencontres Trans Musicales de Rennes;Pressure Sound DJ's;15ème Anniversaire On-U-Sound;;1995-11-30;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Jamaïque;;;;;;;;;
1989;11èmes Rencontres Trans Musicales de Rennes;Treponem Pal;;Bars en Trans;1989-12-06;L'Inconnu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1986;1989.0
1989;11èmes Rencontres Trans Musicales de Rennes;Les Nus;;;1989-12-09;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1980;1982.0
1988;10èmes Rencontres Trans Musicales de Rennes;Litfiba;Soirée 10ème Anniversaire;;1988-12-01;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Italie;;;;Florence;;;;1980;1983.0
1988;10èmes Rencontres Trans Musicales de Rennes;Mona Soyoc;Soirée 10ème Anniversaire;;1988-12-01;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Nancy;;;;1980;1980.0
1987;9èmes Rencontres Trans Musicales de Rennes;Laibach;;;1987-12-11;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Slovénie;;;;Ljubljana;;;;1980;1983.0
